@united No customer service rep could confirm where my bag was &amp; each gave me different info. Ruined 2 events I had today. #disappointed,negative,['customer service']
"@united yes, after landing at 930pm last night. Spoke to 10 baggage claim customer service reps. Finally spoke to one amazing ticket agent.",negative,['customer service']
"@united After an hour+ wait, my issue is resolved. I did contact customer service to comment on the wait time. Thanks for contacting me.",positive,['customer service']
@united employees almost seem happy when delivery terrible customer service.,negative,['customer service']
@united how long does it take to get a response from your customer service about a complaint done through email?,negative,['customer service']
@united the worst customer service in Denver.,negative,['customer service']
"@united can't get anyone to deal with me in person. Cowardly customer service, I can't be looked in the eyes by anyone.",negative,['customer service']
@united customers ✅. Customer service ❌ http://t.co/qP6Aw3nLIP,negative,['customer service']
@united send someone to the customer service counter in person. DIA concourse B across from gate B36a.,negative,['customer service']
@united once again your lack of customer service astounds me! You are the worst airline in the history of airlines! Train your staff!,negative,['customer service']
"@united besides landing the plane, overall customer service experience has been poor. Late Flight and rude workers plus missing luggage",negative,['customer service']
"@united customer service: 16hr delay coupon can only be redeemed on website which has $200 higher prices than Expedia, call wait time 55mins",negative,['customer service']
@united Was just hung up on by customer service after waiting 30 min on hold...guess that vacation's not happening? Website wasn't working.,negative,['customer service']
@united lost bag in Huston we leave for a Bahamas cruise today from #nola and had to buy all new stuff. Customer service is non existent,negative,['customer service']
@united just had the worst customer service experience ever on united airlines,negative,['customer service']
@united First Officer of UA 1514 checking our 757 prior to departure from EWR yesterday while on his cell. Safety ??? http://t.co/1TFH2v0a7z,neutral,['safety']
@united stellar customer service. You have earned my business by your attention to detail.,positive,['customer service']
"@united Friend stuck in bus on runway at PEK with two small kids no customer service, no explanation, kids crying, awful service.",negative,['customer service']
@united bad customer service  to NYC a few weeks ago. Thinking of moving on,negative,['customer service']
@united so much for being here to help. Very disappointed in your customer service.,negative,['customer service']
@united your system is down and after being on hold for over 20 mins -Mia tells me she is going to charge a Flight Booking Problems fee?! Customer service?,negative,['customer service']
"@united to Late Flight now, but in future flights, train staff better to handle emergency situations, and ground staff in Customer Service",negative,['customer service']
"@united Brian at SFO customer service deserves a raise, gave me extra meal voucher and a good joke to cheer me up after flight delay. #FTW",positive,['customer service']
"@united not even mentioning how rude the customer service was to us. As a business owner, I'd be mortified if my employees acted as yours",negative,['customer service']
@united kept me watching the safety video for the first time in forever. Nice job 👍.,positive,['safety']
@united never flying with you guys ever again. The customer service is piss poor at best.,negative,['customer service']
@united have better customer service at John Wayne airport.,negative,['customer service']
@united Booked 11 tix 1 month ago and now its about $157 CHEAPER and customer service was useless. What's up with that???,negative,['customer service']
@united you phone customer service team is bad. Think it is time for me to consider switching airlines.,negative,['customer service']
"@united, if you mean beyond opaque ""maintenance issues"", yes, that would be  basic in customer service which your EWR staff can't manage.",negative,['customer service']
@united wins top marks for customer service via Twitter. They turned a poor experience into a positive. Many thanks for the effort! 👍,positive,['customer service']
"@united incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd.",negative,['customer service']
@united yes! I'll be sending an email to customer service today.,neutral,['customer service']
@united I believe just customer service. At last post he was at Narita in Tokyo. They sent him to a motel to rest. Said standby maybe 2days,negative,['customer service']
@united this is very disappointing. This is about customer service.,negative,['customer service']
@united @44Stocker my wife Sarah stocker did also called but could not connect me to customer service,negative,['customer service']
@united DM sent.  This lack if customer service is getting ridiculous.,negative,['customer service']
@united customer service has no solution and now we might miss a show because of them,negative,['customer service']
"@united I will be calling customer service. 2 delayed flights today now, luggage misplaced, a disaster across the board.",negative,['customer service']
@united your customer service is terrible,negative,['customer service']
"@united thanks for delaying our flight for an hour, missing our connecting flight and terrible customer service. #neveragain #vacation",negative,['customer service']
@united I need a customer service manager to contact me please,neutral,['customer service']
@united Please send me the link/email to formally compliment Irene in SLC on some of the best customer service ever. #PaxEx,positive,['customer service']
"@united gates were DEFINITELY NOT FULL. We were parked and wheels were chocked. Customer service called it an ""UNMET ARRIVAL""!!",negative,['customer service']
@united in spite of flight delay great customer service provided by Janet and baggage employee Karen. You have 2 wonderful employees United.,positive,['customer service']
@united it's a shame the great customer service wasn't continued in SFO. Slightly absurd,negative,['customer service']
"@united still awaiting a reply from ur customer services?  18 days, no response? Lousy #unitedairlines",negative,['customer service']
@united  Great customer service again. Thanks!,positive,['customer service']
@United What's your phone number? Customer service question.,neutral,['customer service']
@united  4 reFlight Booking Problemss in last 2 days and each time united wait time was &lt;5 seconds! Kudos to you for excellent customer service!,positive,['customer service']
@united WHAT?! Y'all have zero concept of customer service. Oh...and now my connection is delayed too!,negative,['customer service']
@united can you maybe have more than 1 person working customer service desk in Houston airport? Line 3 rows deep 1 person working,negative,['customer service']
"@united keeps delaying my flight, horrible customer service",negative,['customer service']
@united thats because you didnt read my entire tweet. Wife's 12pm flight is now delayed to 6:30.  Thats 3 6+ hour flight delays in 2 weeks,negative,['flight delays']
@united your customer service is lacking and you owe me a @GoPro camera. I also appreciate not being interrupted every time I speak Thanks,negative,['customer service']
"@united You need to change the way customer service is handled! I have been waiting for a supervisor to contact me for 17 days, what gives?",negative,['customer service']
"@united ^GJ funny, I did and the attendant recommended me tweeting you letting you know about my subpar customer service. #RunAround",negative,['customer service']
@united nothing else from you ^GJ? Where is your customer service?,negative,['customer service']
@united negative. Done wasting time with amateurs at customer service. Thanks for at least offering.,negative,['customer service']
@united can you DM me? Been on hold with customer service very long time (53 min +) and getting the run-around. Thanks.,negative,['customer service']
"@united yes, I want to complain. Your coworker was neither. Is there a customer service point airside?",neutral,['customer service']
@united hello. I'm overseas &amp; my bag is lost. I can't call customer service but can you help me?,negative,['customer service']
"@united #1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family",positive,['safety']
"@united #1007 Houston-Bogota with an engine problem, mechanics trying to ""fix"" the problem, safety first, better to change the plane",negative,['safety']
@united the lack of customer service is astounding https://t.co/72RMpkOGwu #2daysofhell,negative,['customer service']
@united no worries Your customer service gets a bad wrap but just spoke w agent who saved me huge amounts of time &amp; apologized for yesterday,positive,['customer service']
@united Thanks to supervisor Miriam who provided me with great customer service. #finally,positive,['customer service']
@united -today the staff @ MSP took customer service to a new level. My father passed away last night &amp; you helped me get home today! Thanks,positive,['customer service']
@united leisure. Military personnel for safety reason R highly recommended to not travel in uniform,neutral,['safety']
@united &lt;&lt;&lt;&lt;&lt;------- shoddy customer service. Of no use whatsoever. #unitedairline,negative,['customer service']
"@united #unitedairlines so my feedback is for your benefit, not for you to correct your atrocious customer service? Good to know",negative,['customer service']
@united then why do you bother responding? Your customer service is THE WORST. Never using you guys again.,negative,['customer service']
@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.,positive,['customer service']
@united and they were traveling as guests of a mileage plus member using that members miles. Great customer service.,positive,['customer service']
@united is amazing how hard is to talk with customer service! !!,negative,['customer service']
"@united She met me from customer service at the arrival of flight UA3787 PVD-IAD. Thanks, you guys have really handled this storm!",positive,['customer service']
@united once again your customer service rep was rude!   I asked a question and in turn got attitude.  Jane was no help.  Disgusted again!,negative,['customer service']
"@united Call customer service and of course they just say ""theres nothing we can do"" and then offer a transfer and disconnect the line.",negative,['customer service']
@united JT the issue is with missed connections early gate closings and zero concern from customer service,negative,['customer service']
@united thanks for your attention. I would actually like to make a specific complaint about customer service at DCA. What is my best option?,negative,['customer service']
"@United Your customer service for Mileage Plus customers is a disgrace. I just spent 45 min on the phone to reset a pin number, with no luck",negative,['customer service']
@united plus you horrible seating and poor customer service everywhere I've flown. now you take away the mileage program..horrible,negative,['customer service']
@united giving up on your direct flight from IAH to Honolulu. 3rd attempt in 3 years - 3rd delay.  $7 meal voucher. Wow. Customer service!,negative,['customer service']
"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl",neutral,['safety']
@United WiFi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and Late Flightncy) to recent @GoGo experiences.,positive,['pricing']
@SouthwestAir still no update text #2053 &amp; still no response to email fr1/5/2015 SR #256746438028. Feel like yr losing customer service/care,negative,['customer service']
@SouthwestAir I was told by customer service that only customer relations can extend the expiration date of my unused travel funds.,negative,['customer service']
@SouthwestAir  on hold with customer service; you may be quicker.  I rebooked trip for a lower fare.  Where did the difference in $ go?,negative,['customer service']
@SouthwestAir Airline trouble &amp; not getting satisfactory customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,neutral,['customer service']
@SouthwestAir is America's largest airline by passengers carried! Wonder if this is b/c they have a 'Customer Service Bible' #ANAmarketers,neutral,['customer service']
"@SouthwestAir is the best airline hands down. Amazing customer service, bags free and affordable flights. #happycamper",positive,['customer service']
@SouthwestAir customer service you shouldn't use those words wasted my time and took my money #BadBussiness #Theft http://t.co/63zaQ2lt8f,negative,['customer service']
"@SouthwestAir customer service at FLL, BWI,and PIT have been terrible.no one knows where his bags are.his is on a job with no clothes &amp; gear",negative,['customer service']
@SouthwestAir /I really love your customer service Lou Ann in Phx rocks. Thanks SW. #be Ourguest,positive,['customer service']
"@SouthwestAir very disappointed in your customer service right now. definitely not feeling the luv. what's worse, 2nd time this winter.",negative,['customer service']
"@SouthwestAir Katie, Gate C47, Denver International, fantastic customer service helping me and 2 new flyers; thx for amazing staff!",positive,['customer service']
@SouthwestAir thanks for the great customer service today! 👍👌,positive,['customer service']
@SouthwestAir would someone please DM me the customer relations number. The website has only customer service.,negative,['customer service']
@SouthwestAir thank you. Great customer service so far. Accidents happen I understand. Hopefully everything works out.,positive,['customer service']
@SouthwestAir  Poor customer service displayed over the weekend during the storm. I was stuck on the tarmac for 2.5 hours with no answer!,negative,['customer service']
@SouthwestAir pretty terrible customer service. Sat on hold 10 min. Then a busy signal. Then disconnected. Do all airlines have to suck?,negative,['customer service']
@SouthwestAir A+ to the Safety Dos and Don'ts Announcer. Flight 651 from Midway (MDW) to Pittsburgh (PIT)!,positive,['safety']
@SouthwestAir when can we expect customer service in Dallas to be available,neutral,['customer service']
@SouthwestAir thank you for great customer service. Trying to make it to San Antonio and your staff and alerts have been helpful. Boo ice!,positive,['customer service']
@SouthwestAir What's up with the wait times on your customer service line? Tried 2X on Fri. and now I've been on for over 15 min.,negative,['customer service']
@SouthwestAir customer service is rude and bothered by our calls. Has no idea what is going on and sighed heavily on the phone. Unbelievable,negative,['customer service']
@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking,negative,['customer service']
".@SouthwestAir glad you appreciate it, it’ll be the last dollar you ever get from me thanks to your wretched customer service",negative,['customer service']
@SouthwestAir me again! I was just trying to rebook fare on wanna get away pricing and it disappeared in time I refreshed. Is this normal?,negative,['pricing']
@SouthwestAir why does the customer service have rather inconsistent information,negative,['customer service']
@SouthwestAir but to make us tru to find space in other flights.  This customer service is as bad as @SpiritAirlines.,negative,['customer service']
@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!,positive,['customer service']
@SouthwestAir I will be calling someone on Monday in customer relations. Very disappointed in how I was treated by customer service!,negative,['customer service']
@SouthwestAir could I get a phone call from a customer service rep to get the issue resolved?,negative,['customer service']
@SouthwestAir Flight 52 got Cancelled Flightled 6 hrs before takeoff. No Customer Service. Been on hold for 30 minutes.,negative,['customer service']
@SouthwestAir safety back in Dallas!,neutral,['safety']
@SouthwestAir What's happened to your customer service? 2 Cancelled Flightled flights in 2 days &amp; an uninformed and unapologetic staff. #nolove #cali,negative,['customer service']
@SouthwestAir I will say that your customer service has consistently been the very best!!!,positive,['customer service']
@SouthwestAir 2 hours on hold for customer service never us SW again,negative,['customer service']
"@SouthwestAir Great flight yesterday from MSY to AUS!! Thank you for such great safety,service and beautiful skies!! http://t.co/X1EqYAHfvZ",positive,['safety']
@SouthwestAir great example of customer service this morning at MSY headed to ATL. Alison and Bobbi were fantastic! Gate B8. Thank you.,positive,['customer service']
@SouthwestAir Thx to customer service rep ALEX for his patient help in reFlight Booking Problems a Cancelled Flighted flight and getting us where we have to be tmrw!,positive,['customer service']
@SouthwestAir want to explain why I was on hold for 2+ hrs tonight trying to reach customer service only to learn they're only there Mon-Fr?,negative,['customer service']
@SouthwestAir The pilots&amp; crew on flt 3999 and customer service professionals at baggage claim are OUTSTANDING!! Thank you!!,positive,['customer service']
@SouthwestAir Worst customer service ever. You Cancelled Flightled my connecting flight to NY hours ago &amp; didn't tell me. Now I'm stuck in Tampa.,negative,['customer service']
"@SouthwestAir, answered right away for a new res, but can't rebook the people that were supposed to leave today? Worst customer service.",negative,['customer service']
@SouthwestAir have a prompt for consumers for prompt for customer service instead of having customers on hold for 1.5 hrs,negative,['customer service']
@SouthwestAir hire more customer service agents. And hour and a half is too long to hold,negative,['customer service']
"@SouthwestAir, been on hold for an over an hour now - when can we expect some customer service? #disappointed",negative,['customer service']
"@SouthwestAir On hold over 2 hrs and got cutoff !Cancelled Flightled my flight, now can't get to booked cruise in Florida! Terrible customer service!",negative,['customer service']
@SouthwestAir LOST Kay Chapman Designs art-luggage for important show. Won't help locate it. Terrible customer service.,negative,['customer service']
@SouthwestAir been on hold for over an hour to speak to a customer service rep. What the heck?? #Southwest #customerservice,negative,['customer service']
"@SouthwestAir can't speak with customer service for 2hours, still on hold! Do you guys work?#nogood",negative,['customer service']
@SouthwestAir - Hi Janet in customer service. I'm calling you back and have been sitting in que for 40 mins! Plz pick it up!!! #frustrated,negative,['customer service']
@SouthwestAir Cancelled Flightled my flight won't refund me and told me 2 call customer service n been holding for 30 minutes still waitin #BadService,negative,['customer service']
@SouthwestAir apologies help. Would have been nice had supvsr. Sally in CLE offered one. Not usual gr8 southwest customer service I love,negative,['customer service']
@SouthwestAir Horrible experience ever with airline..Have to reconsider any future flights. Customer service ... http://t.co/EczHcmM5vi,negative,['customer service']
"Thank you for your help, Shannon! Great customer service, @SouthwestAir.",positive,['customer service']
@SouthwestAir 4-4 in horrible customer service. Empty seats in early flight wantcharge me double to get home early instead the usual Late Flight,negative,['customer service']
"@SouthwestAir you call this customer service?? Sitting in the tarmack for 1hr, lost bag, and you give me a $100. voucher???",negative,['customer service']
@SouthwestAir where is the great customer service I have come to know/expect; you LUV dropped by EB check in and no help in sight!,negative,['customer service']
"@SouthwestAir experiencing the worst customer service ever currently. Waited for CS rep, then put ""on hold"" but actually was hung up on.",negative,['customer service']
@SouthwestAir Yes. Please train your customer service agents with correct protocol.. I should not be receiving different 411 evrytime I call,negative,['customer service']
"@SouthwestAir What's with the pricing cache?! About to book a flight, refreshed the page, &amp; the price jumped from $73 to $159. Ridiculous. 😑",negative,['pricing']
@SouthwestAir thank you for always going above and beyond with your customer service!!!!!! #favoriteairline #luvforSW #southwestAir,positive,['customer service']
@SouthwestAir I receive bad customer service and ended up spending several hundred dollars to accommodate my family during each cxl flight,negative,['customer service']
"@SouthwestAir I understand weather is not your fault, but as a frequent flyer I expected better customer service. I'll be trying @Delta",negative,['customer service']
@SouthwestAir was wondering is there a reason why customer service is so busy? Been on hold past few days for many hours No answer Help plz,negative,['customer service']
@SouthwestAir - I just had a great experience with your customer service team. Thank you! #LuvSW A-list,positive,['customer service']
@SouthwestAir Customer service said it was a known problem that they were using same confirmation numbers for domestic and international,negative,['customer service']
@SouthwestAir it's the poor customer service that I have a problem with!!!!!,negative,['customer service']
@SouthwestAir when will sw return to customer service?  Business travelers made sw now sw ignores us.,negative,['customer service']
@SouthwestAir This experience was the worse flying experience I've ever had. To be met w/ contempt from your Customer Service makes it worse,negative,['customer service']
@SouthwestAir So today I call into Customer Service &amp; speak with Wendell Holton in the Dallas office &amp; I am told there is nothing he can do,negative,['customer service']
@SouthwestAir has the best customer service!,positive,['customer service']
@SouthwestAir you're 4/4 on blowing it with your customer service. Shotwest Airlines.,negative,['customer service']
"@SouthwestAir very frustrated with your customer service.Open seats on earlier flight, $154 to change. What a rip off!!",negative,['customer service']
"@SouthwestAir I keep getting disconnected after choosing the option ""unused travel funds"" on your automated customer service line! SOS",negative,['customer service']
@SouthwestAir has the worst customer service on earth. Will never fly that airline again.,negative,['customer service']
@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service,negative,['customer service']
@SouthwestAir 4 flights Cancelled Flightled in one week?! Customer Service is 💩💩💩💩,negative,['customer service']
@SouthwestAir very poor customer service thru out each of my cxl flights😔 I should've flew @Delta,negative,['customer service']
@SouthwestAir extremely #disappointed with poor the customer service provided after Cancelled Flighting my flight today! #unprofessional,negative,['customer service']
"@SouthwestAir your customer service is terrible, you're terrible, thought you should know.",negative,['customer service']
@SouthwestAir You officially have the worst customer service of any airline I've ever dealt with. #southwestairlines #poor,negative,['customer service']
@SouthwestAir Amazing customer service as well. Will definitely fly with you guys again if my instrument is involved. #10/10,positive,['customer service']
"@SouthwestAir not terribly inspired to call ""customer service"" in the future now.",negative,['customer service']
"@SouthwestAir worst customer service, Terrible attitudes. I don't care how big a storm.  Your employees need an attitude adjustment",negative,['customer service']
@SouthwestAir Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.,positive,['customer service']
"@SouthwestAir disappointed with customer service right now, my flight was only one Cancelled Flightled at my airport &amp; now I'm losing 2 days from trip",negative,['customer service']
@SouthwestAir I've been on hold for an hour &amp; a half trying to change my flight to BNA. Not very happy with customer service right now!!!!!!,negative,['customer service']
@SouthwestAir I've been on hold with customer service for over an hour. Can you help?!,negative,['customer service']
@SouthwestAir + @twitter  = outstanding customer service!  Thank you!,positive,['customer service']
@SouthwestAir has the WORST customer service of any airline I've ever flown.,negative,['customer service']
@JetBlue Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,neutral,['customer service']
@JetBlue your customer service today was deplorable.  There were plenty of ways u could have gotten us on that flight. #badcustomerservice,negative,['customer service']
"@JetBlue after my second call to customer service and the fifth person I talked to, an amazing rep fixed it in about 5 mins! :) #persistence",positive,['customer service']
@JetBlue I spent an hour on the phone with customer service only to find out that they can't help. Need help with family pooling asap.,negative,['customer service']
@JetBlue customer service says since my wife setup a family account that she now can't join mine for a year???  Help me fix please.,negative,['customer service']
@JetBlue  any effort to fix your points system? 11 days and a call to customer service and still no account update. Chasing points is no fun,negative,['customer service']
@JetBlue wall separating in row 1. #safetyconcerns http://t.co/zTrDwV0N4l,neutral,['safety']
@JetBlue ok thanks. Safety first.,positive,['safety']
@JetBlue Safety might be your priority but organization clearly is not.,negative,['safety']
@JetBlue your crew didn't say it was about safety. If they say that I was glad to stay ... Check the information you give to the costumers,negative,['safety']
@JetBlue I'm going to write a post on @Medium about the experience. Your customer service has tanked. #JetBlue,negative,['customer service']
@JetBlue 4 hr delay on flight to JFK via Tampa &amp; worst customer service in San Juan airport. This after app not working all day.,negative,['customer service']
@JetBlue thank you for the refund of the change fee for a recent flight affected by our bizarre winter. Excellent customer service and focus,positive,['customer service']
"@JetBlue I hope your customer service reps are as reliable/friendly as they usually are, so far you are not living up to your + rep/exper.",negative,['customer service']
@JetBlue why would you hire a guy who doesn't care about the safety of children? Not remotely acceptable. http://t.co/lKFh9HYHW8,negative,['safety']
@JetBlue Good perspective. If only this safety concern had been expressed at some point before I arrived at the airport. #communicationiskey,negative,['safety']
@JetBlue your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!,positive,['customer service']
"@JetBlue I hear you and safety is #1! I think we can get to JFK though now so let's help the pilots, passengers &amp; crew get there safely!",neutral,['safety']
@JetBlue suck and their customer services are the worst  whats the point of having a loyalty scheme that they don't honor #badairline,negative,['customer service']
"@JetBlue  FLL to MDE, great flight, great customer service, THANKS! 2 mths waiting  @AmericanAir  to speak to a human at customer service",positive,['customer service']
@JetBlue she has...she hasn't heard from anyone in over a week. a nonstop flight and her baggage was lost/stolen. customer service 👎,negative,['customer service']
"@JetBlue If this is customer service, then please call me.",negative,['customer service']
